gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Churn_Probability,Risk_Level,Recommended_Action
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,0-6 Months,0.7426177677585561,High Risk,Priority retention campaign + service engagement
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,1,0-6 Months,0.7425755932434867,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,1,0-6 Months,0.7424599522252547,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,1,0-6 Months,0.7420583622652184,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,1,13-24 Months,0.7420039035935523,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,1,0-6 Months,0.7412483784844811,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,1,0-6 Months,0.7408538944175184,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,1,0-6 Months,0.7407288936442509,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,1,0-6 Months,0.7407164428238486,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,0,0-6 Months,0.7405978481659156,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,1,0-6 Months,0.7401870178548566,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,0,0-6 Months,0.7396283498044833,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,1,0-6 Months,0.7394801942636293,High Risk,Priority retention campaign + service engagement
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,1,7-12 Months,0.7393714880810582,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,1,0-6 Months,0.7391279084435132,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,1,0-6 Months,0.7389784597693174,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,0,0-6 Months,0.7389237630076543,High Risk,Priority retention campaign + service engagement
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,1,0-6 Months,0.738773916932279,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,1,0-6 Months,0.7387600145666996,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.5,791.7,0,7-12 Months,0.738420782535592,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,1,13-24 Months,0.7383672200009339,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,1,0-6 Months,0.7382671302280402,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,1,0-6 Months,0.7382533072429511,High Risk,Priority retention campaign + service engagement
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,1,0-6 Months,0.738178264934925,High Risk,Priority retention campaign + service engagement
Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,1,7-12 Months,0.7379383985792711,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,1,0-6 Months,0.7378057198187886,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,1,0-6 Months,0.7377497367128819,High Risk,Priority retention campaign + service engagement
Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,1,7-12 Months,0.7377223144540984,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,1,0-6 Months,0.7375946658060817,High Risk,Priority retention campaign + service engagement
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,1,13-24 Months,0.7374650876503676,High Risk,Priority retention campaign + service engagement
Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,0,7-12 Months,0.7374392067525186,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,1,0-6 Months,0.7372455421844083,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,1,0-6 Months,0.7371334142708077,High Risk,Priority retention campaign + service engagement
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,1,0-6 Months,0.7369199567678706,High Risk,Priority retention campaign + service engagement
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,1,7-12 Months,0.7368473718758722,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,1,0-6 Months,0.7362697050410737,High Risk,Priority retention campaign + service engagement
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,1,0-6 Months,0.736249577742992,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,1,7-12 Months,0.7361881606654546,High Risk,Priority retention campaign + service engagement
Female,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,1,7-12 Months,0.7359685390107947,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,1,0-6 Months,0.7359462064901419,High Risk,Priority retention campaign + service engagement
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,1,0-6 Months,0.7355876712688034,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,1,0-6 Months,0.7355743478435899,High Risk,Priority retention campaign + service engagement
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,0-6 Months,0.7355488140043936,High Risk,Priority retention campaign + service engagement
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,0,7-12 Months,0.7352187620866878,High Risk,Priority retention campaign + service engagement
Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,1,0-6 Months,0.7351272933417655,High Risk,Priority retention campaign + service engagement
Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,1,0-6 Months,0.735083441165368,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,1,0-6 Months,0.7350387491159593,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,90.35,1,0-6 Months,0.7349077517487324,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,1,0-6 Months,0.7348674604365462,High Risk,Priority retention campaign + service engagement
Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,1,7-12 Months,0.7344853268543388,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,0,0-6 Months,0.7343569687713138,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,1,0-6 Months,0.7338288931077421,High Risk,Priority retention campaign + service engagement
Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,1,7-12 Months,0.7335240229015798,High Risk,Priority retention campaign + service engagement
Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,1,0-6 Months,0.7333162339525707,High Risk,Priority retention campaign + service engagement
Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,1,0-6 Months,0.7332455575641684,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,0,0-6 Months,0.7325033487372915,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,7-12 Months,0.73218401742842,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,1,0-6 Months,0.7312081706451329,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,1,0-6 Months,0.73092639548847,High Risk,Priority retention campaign + service engagement
Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,1,0-6 Months,0.7309201751240412,High Risk,Priority retention campaign + service engagement
Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,1,13-24 Months,0.7304592382317507,High Risk,Priority retention campaign + service engagement
Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,1,13-24 Months,0.7302301494164878,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,232.35,0,0-6 Months,0.7296007085829941,High Risk,Priority retention campaign + service engagement
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,244.65,1,0-6 Months,0.7291997339465208,High Risk,Priority retention campaign + service engagement
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,1,0-6 Months,0.7289613100197693,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,1,0-6 Months,0.728640086227183,High Risk,Priority retention campaign + service engagement
Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,0,0-6 Months,0.7286188241130455,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,1,0-6 Months,0.7285036322765499,High Risk,Priority retention campaign + service engagement
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.65,0,0-6 Months,0.7283694251704423,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,1,7-12 Months,0.7282285274925875,High Risk,Priority retention campaign + service engagement
Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,1,7-12 Months,0.7280756019726358,High Risk,Priority retention campaign + service engagement
Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,0,7-12 Months,0.7280301657743611,High Risk,Priority retention campaign + service engagement
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,0,7-12 Months,0.7279773469230569,High Risk,Priority retention campaign + service engagement
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,0,0-6 Months,0.7278375930999329,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1,0-6 Months,0.7272258078147398,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,0-6 Months,0.7271883928014006,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,0,13-24 Months,0.7271776400468853,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,1,0-6 Months,0.7269357038325216,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,1,13-24 Months,0.7268698329606023,High Risk,Priority retention campaign + service engagement
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,1,0-6 Months,0.7267382984767582,High Risk,Priority retention campaign + service engagement
Male,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,0,13-24 Months,0.7263101745673941,High Risk,Priority retention campaign + service engagement
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,1,13-24 Months,0.72628612873718,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,1,0-6 Months,0.7259457867726797,High Risk,Priority retention campaign + service engagement
Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,1,7-12 Months,0.7258514747549382,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,1,7-12 Months,0.7257643610281902,High Risk,Priority retention campaign + service engagement
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,1,0-6 Months,0.7254957430963286,High Risk,Priority retention campaign + service engagement
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.2,695.75,0,7-12 Months,0.7252169481614127,High Risk,Priority retention campaign + service engagement
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,1,0-6 Months,0.7251634570239841,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,0,0-6 Months,0.7250348237025048,High Risk,Priority retention campaign + service engagement
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,13-24 Months,0.7249413563718017,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0-6 Months,0.7247583993736741,High Risk,Priority retention campaign + service engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,1,0-6 Months,0.7246494835981266,High Risk,Priority retention campaign + service engagement
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,0,7-12 Months,0.7243763212138926,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,0,0-6 Months,0.724277992921616,High Risk,Priority retention campaign + service engagement
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,1,13-24 Months,0.7234333508528787,High Risk,Priority retention campaign + service engagement
Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,0,0-6 Months,0.7234321404761731,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,1,0-6 Months,0.7234115888957849,High Risk,Priority retention campaign + service engagement
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,1,0-6 Months,0.7233594590759467,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,1,0-6 Months,0.7233518148160738,High Risk,Priority retention campaign + service engagement
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,1,7-12 Months,0.7229933046475056,High Risk,Priority retention campaign + service engagement
Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,0,0-6 Months,0.7226447089932608,High Risk,Priority retention campaign + service engagement
Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,0,0-6 Months,0.722386976256595,High Risk,Priority retention campaign + service engagement
Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,1,7-12 Months,0.7219878052745101,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,0,0-6 Months,0.7213315231984078,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,1,0-6 Months,0.7208321940022906,High Risk,Priority retention campaign + service engagement
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,0-6 Months,0.7206386730413951,High Risk,Priority retention campaign + service engagement
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,990.3,0,7-12 Months,0.7205913134660273,High Risk,Priority retention campaign + service engagement
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,1,0-6 Months,0.720548923676606,High Risk,Priority retention campaign + service engagement
Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,1,7-12 Months,0.7205427050826338,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,1,0-6 Months,0.720448909269928,High Risk,Priority retention campaign + service engagement
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,1,0-6 Months,0.720406760952842,High Risk,Priority retention campaign + service engagement
Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,1,0-6 Months,0.7203143938025308,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,1,0-6 Months,0.7203020617446858,High Risk,Priority retention campaign + service engagement
Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1,0-6 Months,0.7201445315953975,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,1,0-6 Months,0.7199857141199613,High Risk,Priority retention campaign + service engagement
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,1,0-6 Months,0.719939110769378,High Risk,Priority retention campaign + service engagement
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,1,0-6 Months,0.7198882852437444,High Risk,Priority retention campaign + service engagement
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,1,7-12 Months,0.7197001009732781,High Risk,Priority retention campaign + service engagement
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,34.7,1,0-6 Months,0.7196076834231212,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,1,0-6 Months,0.7194723358105926,High Risk,Priority retention campaign + service engagement
Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,0,25-48 Months,0.7188847469628309,High Risk,Priority retention campaign + service engagement
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,1,7-12 Months,0.7187622199782523,High Risk,Priority retention campaign + service engagement
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,1,0-6 Months,0.7183895451473467,High Risk,Priority retention campaign + service engagement
Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,1,13-24 Months,0.718171995510835,High Risk,Priority retention campaign + service engagement
Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,1,0-6 Months,0.7181561935947319,High Risk,Priority retention campaign + service engagement
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,0,7-12 Months,0.7177009730338376,High Risk,Priority retention campaign + service engagement
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,1,0-6 Months,0.7176026154786359,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,1,0-6 Months,0.7175615118138059,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,0-6 Months,0.7174442032928326,High Risk,Priority retention campaign + service engagement
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,1,7-12 Months,0.7171152977801937,High Risk,Priority retention campaign + service engagement
Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,0,0-6 Months,0.7170239325500404,High Risk,Priority retention campaign + service engagement
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,1,13-24 Months,0.7169201998228829,High Risk,Priority retention campaign + service engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,1,0-6 Months,0.7160431064167987,High Risk,Priority retention campaign + service engagement
Male,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,1,0-6 Months,0.7160425814680431,High Risk,Priority retention campaign + service engagement
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,1,0-6 Months,0.7159815906909586,High Risk,Priority retention campaign + service engagement
